#,label,environment,wifi_band,number_of_users,user_1_location,user_2_location,user_3_location,user_4_location,user_5_location,user_6_location,user_1_activity,user_2_activity,user_3_activity,user_4_activity,user_5_activity,user_6_activity
2028,act_21_48,classroom,5,1,,,c,,,,,,jump,,,
2029,act_21_49,classroom,5,1,,,c,,,,,,wave,,,
2030,act_21_50,classroom,5,1,,,c,,,,,,lie_down,,,
2031,act_21_51,classroom,5,1,,,c,,,,,,pick_up,,,
2032,act_21_52,classroom,5,1,,,c,,,,,,sit_down,,,
2033,act_21_53,classroom,5,1,,,c,,,,,,stand_up,,,
2034,act_21_54,classroom,5,1,,,c,,,,,,nothing,,,
2035,act_21_55,classroom,5,1,,,d,,,,,,walk,,,
2036,act_21_56,classroom,5,1,,,d,,,,,,rotation,,,
2037,act_21_57,classroom,5,1,,,d,,,,,,jump,,,
2038,act_21_58,classroom,5,1,,,d,,,,,,wave,,,
2039,act_21_59,classroom,5,1,,,d,,,,,,lie_down,,,
2040,act_21_60,classroom,5,1,,,d,,,,,,pick_up,,,
2041,act_21_61,classroom,5,1,,,d,,,,,,sit_down,,,
2042,act_21_62,classroom,5,1,,,d,,,,,,stand_up,,,
2043,act_21_63,classroom,5,1,,,d,,,,,,nothing,,,
2044,act_21_64,classroom,5,1,,,e,,,,,,nothing,,,
2045,act_21_65,classroom,5,1,,,e,,,,,,walk,,,
2046,act_21_66,classroom,5,1,,,e,,,,,,rotation,,,
2047,act_21_67,classroom,5,1,,,e,,,,,,jump,,,
2048,act_21_68,classroom,5,1,,,e,,,,,,wave,,,
2049,act_21_69,classroom,5,1,,,e,,,,,,lie_down,,,
2050,act_21_70,classroom,5,1,,,e,,,,,,pick_up,,,
2051,act_21_71,classroom,5,1,,,e,,,,,,sit_down,,,
2052,act_21_72,classroom,5,1,,,e,,,,,,stand_up,,,
2053,act_21_73,classroom,5,1,,,a,,,,,,nothing,,,
2054,act_21_74,classroom,5,1,,,a,,,,,,walk,,,
2055,act_21_75,classroom,5,1,,,a,,,,,,rotation,,,
2056,act_21_76,classroom,5,1,,,a,,,,,,jump,,,
2057,act_21_77,classroom,5,1,,,a,,,,,,wave,,,
2058,act_21_78,classroom,5,1,,,a,,,,,,lie_down,,,
2059,act_21_79,classroom,5,1,,,a,,,,,,pick_up,,,
2060,act_21_80,classroom,5,1,,,a,,,,,,sit_down,,,
2061,act_21_81,classroom,5,1,,,a,,,,,,stand_up,,,
2062,act_21_82,classroom,5,1,,,b,,,,,,nothing,,,
2063,act_21_83,classroom,5,1,,,b,,,,,,walk,,,
2064,act_21_84,classroom,5,1,,,b,,,,,,rotation,,,
2065,act_21_85,classroom,5,1,,,b,,,,,,jump,,,
2066,act_21_86,classroom,5,1,,,b,,,,,,wave,,,
2067,act_21_87,classroom,5,1,,,b,,,,,,lie_down,,,
2068,act_21_88,classroom,5,1,,,b,,,,,,pick_up,,,
2069,act_21_89,classroom,5,1,,,b,,,,,,sit_down,,,
2070,act_21_90,classroom,5,1,,,b,,,,,,stand_up,,,
2071,act_21_91,classroom,5,1,,,c,,,,,,nothing,,,
2072,act_21_92,classroom,5,1,,,c,,,,,,walk,,,
2073,act_21_93,classroom,5,1,,,c,,,,,,rotation,,,
2074,act_21_94,classroom,5,1,,,c,,,,,,jump,,,
2075,act_21_95,classroom,5,1,,,c,,,,,,wave,,,
2076,act_21_96,classroom,5,1,,,c,,,,,,lie_down,,,
2077,act_21_97,classroom,5,1,,,c,,,,,,pick_up,,,
2078,act_21_98,classroom,5,1,,,c,,,,,,sit_down,,,
2079,act_21_99,classroom,5,1,,,c,,,,,,stand_up,,,
2080,act_22_1,classroom,5,1,,,,d,,,,,,jump,,
2081,act_22_2,classroom,5,1,,,,d,,,,,,wave,,
2082,act_22_3,classroom,5,1,,,,d,,,,,,lie_down,,
2083,act_22_4,classroom,5,1,,,,d,,,,,,pick_up,,
2084,act_22_5,classroom,5,1,,,,d,,,,,,sit_down,,
2085,act_22_6,classroom,5,1,,,,d,,,,,,stand_up,,
2086,act_22_7,classroom,5,1,,,,d,,,,,,nothing,,
2087,act_22_8,classroom,5,1,,,,d,,,,,,walk,,
2088,act_22_9,classroom,5,1,,,,d,,,,,,rotation,,
2089,act_22_10,classroom,5,1,,,,e,,,,,,jump,,
2090,act_22_11,classroom,5,1,,,,e,,,,,,wave,,
2091,act_22_12,classroom,5,1,,,,e,,,,,,lie_down,,
2092,act_22_13,classroom,5,1,,,,e,,,,,,pick_up,,
2093,act_22_14,classroom,5,1,,,,e,,,,,,sit_down,,
2094,act_22_15,classroom,5,1,,,,e,,,,,,stand_up,,
2095,act_22_16,classroom,5,1,,,,e,,,,,,nothing,,
2096,act_22_17,classroom,5,1,,,,e,,,,,,walk,,
2097,act_22_18,classroom,5,1,,,,e,,,,,,rotation,,
2098,act_22_19,classroom,5,1,,,,a,,,,,,jump,,
2099,act_22_20,classroom,5,1,,,,a,,,,,,wave,,
2100,act_22_21,classroom,5,1,,,,a,,,,,,lie_down,,
2101,act_22_22,classroom,5,1,,,,a,,,,,,pick_up,,
2102,act_22_23,classroom,5,1,,,,a,,,,,,sit_down,,
2103,act_22_24,classroom,5,1,,,,a,,,,,,stand_up,,
2104,act_22_25,classroom,5,1,,,,a,,,,,,nothing,,
2105,act_22_26,classroom,5,1,,,,a,,,,,,walk,,
2106,act_22_27,classroom,5,1,,,,a,,,,,,rotation,,
2107,act_22_28,classroom,5,1,,,,b,,,,,,jump,,
2108,act_22_29,classroom,5,1,,,,b,,,,,,wave,,
2109,act_22_30,classroom,5,1,,,,b,,,,,,lie_down,,
2110,act_22_31,classroom,5,1,,,,b,,,,,,pick_up,,
2111,act_22_32,classroom,5,1,,,,b,,,,,,sit_down,,
2112,act_22_33,classroom,5,1,,,,b,,,,,,stand_up,,
2113,act_22_34,classroom,5,1,,,,b,,,,,,nothing,,
2114,act_22_35,classroom,5,1,,,,b,,,,,,walk,,
2115,act_22_36,classroom,5,1,,,,b,,,,,,rotation,,
2116,act_22_37,classroom,5,1,,,,c,,,,,,jump,,
2117,act_22_38,classroom,5,1,,,,c,,,,,,wave,,
2118,act_22_39,classroom,5,1,,,,c,,,,,,lie_down,,
2119,act_22_40,classroom,5,1,,,,c,,,,,,pick_up,,
2120,act_22_41,classroom,5,1,,,,c,,,,,,sit_down,,
2121,act_22_42,classroom,5,1,,,,c,,,,,,stand_up,,
2122,act_22_43,classroom,5,1,,,,c,,,,,,nothing,,
2123,act_22_44,classroom,5,1,,,,c,,,,,,walk,,
2124,act_22_45,classroom,5,1,,,,c,,,,,,rotation,,
2125,act_22_46,classroom,5,1,,,,d,,,,,,walk,,
2126,act_22_47,classroom,5,1,,,,d,,,,,,rotation,,
2127,act_22_48,classroom,5,1,,,,d,,,,,,jump,,
2128,act_22_49,classroom,5,1,,,,d,,,,,,wave,,
2129,act_22_50,classroom,5,1,,,,d,,,,,,lie_down,,
2130,act_22_51,classroom,5,1,,,,d,,,,,,pick_up,,
2131,act_22_52,classroom,5,1,,,,d,,,,,,sit_down,,
2132,act_22_53,classroom,5,1,,,,d,,,,,,stand_up,,
2133,act_22_54,classroom,5,1,,,,d,,,,,,nothing,,
2134,act_22_55,classroom,5,1,,,,e,,,,,,walk,,
2135,act_22_56,classroom,5,1,,,,e,,,,,,rotation,,
2136,act_22_57,classroom,5,1,,,,e,,,,,,jump,,
2137,act_22_58,classroom,5,1,,,,e,,,,,,wave,,
2138,act_22_59,classroom,5,1,,,,e,,,,,,lie_down,,
2139,act_22_60,classroom,5,1,,,,e,,,,,,pick_up,,
2140,act_22_61,classroom,5,1,,,,e,,,,,,sit_down,,
2141,act_22_62,classroom,5,1,,,,e,,,,,,stand_up,,
2142,act_22_63,classroom,5,1,,,,e,,,,,,nothing,,
2143,act_22_64,classroom,5,1,,,,a,,,,,,walk,,
2144,act_22_65,classroom,5,1,,,,a,,,,,,rotation,,
2145,act_22_66,classroom,5,1,,,,a,,,,,,jump,,
2146,act_22_67,classroom,5,1,,,,a,,,,,,wave,,
2147,act_22_68,classroom,5,1,,,,a,,,,,,lie_down,,
2148,act_22_69,classroom,5,1,,,,a,,,,,,pick_up,,
2149,act_22_70,classroom,5,1,,,,a,,,,,,sit_down,,
2150,act_22_71,classroom,5,1,,,,a,,,,,,stand_up,,
2151,act_22_72,classroom,5,1,,,,a,,,,,,nothing,,
2152,act_22_73,classroom,5,1,,,,b,,,,,,walk,,
2153,act_22_74,classroom,5,1,,,,b,,,,,,rotation,,
2154,act_22_75,classroom,5,1,,,,b,,,,,,jump,,
2155,act_22_76,classroom,5,1,,,,b,,,,,,wave,,
2156,act_22_77,classroom,5,1,,,,b,,,,,,lie_down,,
2157,act_22_78,classroom,5,1,,,,b,,,,,,pick_up,,
2158,act_22_79,classroom,5,1,,,,b,,,,,,sit_down,,
2159,act_22_80,classroom,5,1,,,,b,,,,,,stand_up,,
2160,act_22_81,classroom,5,1,,,,b,,,,,,nothing,,
2161,act_22_82,classroom,5,1,,,,c,,,,,,nothing,,
2162,act_22_83,classroom,5,1,,,,c,,,,,,walk,,
2163,act_22_84,classroom,5,1,,,,c,,,,,,rotation,,
2164,act_22_85,classroom,5,1,,,,c,,,,,,jump,,
2165,act_22_86,classroom,5,1,,,,c,,,,,,wave,,
2166,act_22_87,classroom,5,1,,,,c,,,,,,lie_down,,
2167,act_22_88,classroom,5,1,,,,c,,,,,,pick_up,,
2168,act_22_89,classroom,5,1,,,,c,,,,,,sit_down,,
2169,act_22_90,classroom,5,1,,,,c,,,,,,stand_up,,
2170,act_22_91,classroom,5,1,,,,d,,,,,,nothing,,
2171,act_22_92,classroom,5,1,,,,d,,,,,,walk,,
2172,act_22_93,classroom,5,1,,,,d,,,,,,rotation,,
2173,act_22_94,classroom,5,1,,,,d,,,,,,jump,,
2174,act_22_95,classroom,5,1,,,,d,,,,,,wave,,
2175,act_22_96,classroom,5,1,,,,d,,,,,,lie_down,,
2176,act_22_97,classroom,5,1,,,,d,,,,,,pick_up,,
2177,act_22_98,classroom,5,1,,,,d,,,,,,sit_down,,
2178,act_22_99,classroom,5,1,,,,d,,,,,,stand_up,,
2179,act_23_1,classroom,5,1,,,,,e,,,,,,wave,
2180,act_23_2,classroom,5,1,,,,,e,,,,,,lie_down,
2181,act_23_3,classroom,5,1,,,,,e,,,,,,pick_up,
2182,act_23_4,classroom,5,1,,,,,e,,,,,,sit_down,
2183,act_23_5,classroom,5,1,,,,,e,,,,,,stand_up,
2184,act_23_6,classroom,5,1,,,,,e,,,,,,nothing,
2185,act_23_7,classroom,5,1,,,,,e,,,,,,walk,
2186,act_23_8,classroom,5,1,,,,,e,,,,,,rotation,
2187,act_23_9,classroom,5,1,,,,,e,,,,,,jump,
2188,act_23_10,classroom,5,1,,,,,a,,,,,,wave,
2189,act_23_11,classroom,5,1,,,,,a,,,,,,lie_down,
2190,act_23_12,classroom,5,1,,,,,a,,,,,,pick_up,
2191,act_23_13,classroom,5,1,,,,,a,,,,,,sit_down,
2192,act_23_14,classroom,5,1,,,,,a,,,,,,stand_up,
2193,act_23_15,classroom,5,1,,,,,a,,,,,,nothing,
2194,act_23_16,classroom,5,1,,,,,a,,,,,,walk,
2195,act_23_17,classroom,5,1,,,,,a,,,,,,rotation,
2196,act_23_18,classroom,5,1,,,,,a,,,,,,jump,
2197,act_23_19,classroom,5,1,,,,,b,,,,,,wave,
2198,act_23_20,classroom,5,1,,,,,b,,,,,,lie_down,
2199,act_23_21,classroom,5,1,,,,,b,,,,,,pick_up,
2200,act_23_22,classroom,5,1,,,,,b,,,,,,sit_down,
2201,act_23_23,classroom,5,1,,,,,b,,,,,,stand_up,
2202,act_23_24,classroom,5,1,,,,,b,,,,,,nothing,
2203,act_23_25,classroom,5,1,,,,,b,,,,,,walk,
2204,act_23_26,classroom,5,1,,,,,b,,,,,,rotation,
2205,act_23_27,classroom,5,1,,,,,b,,,,,,jump,
2206,act_23_28,classroom,5,1,,,,,c,,,,,,wave,
2207,act_23_29,classroom,5,1,,,,,c,,,,,,lie_down,
2208,act_23_30,classroom,5,1,,,,,c,,,,,,pick_up,
2209,act_23_31,classroom,5,1,,,,,c,,,,,,sit_down,
2210,act_23_32,classroom,5,1,,,,,c,,,,,,stand_up,
2211,act_23_33,classroom,5,1,,,,,c,,,,,,nothing,
2212,act_23_34,classroom,5,1,,,,,c,,,,,,walk,
2213,act_23_35,classroom,5,1,,,,,c,,,,,,rotation,
2214,act_23_36,classroom,5,1,,,,,c,,,,,,jump,
2215,act_23_37,classroom,5,1,,,,,d,,,,,,wave,
2216,act_23_38,classroom,5,1,,,,,d,,,,,,lie_down,
2217,act_23_39,classroom,5,1,,,,,d,,,,,,pick_up,
2218,act_23_40,classroom,5,1,,,,,d,,,,,,sit_down,
2219,act_23_41,classroom,5,1,,,,,d,,,,,,stand_up,
2220,act_23_42,classroom,5,1,,,,,d,,,,,,nothing,
2221,act_23_43,classroom,5,1,,,,,d,,,,,,walk,
2222,act_23_44,classroom,5,1,,,,,d,,,,,,rotation,
2223,act_23_45,classroom,5,1,,,,,d,,,,,,jump,
2224,act_23_46,classroom,5,1,,,,,e,,,,,,rotation,
2225,act_23_47,classroom,5,1,,,,,e,,,,,,jump,
2226,act_23_48,classroom,5,1,,,,,e,,,,,,wave,
2227,act_23_49,classroom,5,1,,,,,e,,,,,,lie_down,
2228,act_23_50,classroom,5,1,,,,,e,,,,,,pick_up,
2229,act_23_51,classroom,5,1,,,,,e,,,,,,sit_down,
2230,act_23_52,classroom,5,1,,,,,e,,,,,,stand_up,
2231,act_23_53,classroom,5,1,,,,,e,,,,,,nothing,
2232,act_23_54,classroom,5,1,,,,,e,,,,,,walk,
2233,act_23_55,classroom,5,1,,,,,a,,,,,,rotation,
2234,act_23_56,classroom,5,1,,,,,a,,,,,,jump,
2235,act_23_57,classroom,5,1,,,,,a,,,,,,wave,
2236,act_23_58,classroom,5,1,,,,,a,,,,,,lie_down,
2237,act_23_59,classroom,5,1,,,,,a,,,,,,pick_up,
2238,act_23_60,classroom,5,1,,,,,a,,,,,,sit_down,
2239,act_23_61,classroom,5,1,,,,,a,,,,,,stand_up,
2240,act_23_62,classroom,5,1,,,,,a,,,,,,nothing,
2241,act_23_63,classroom,5,1,,,,,a,,,,,,walk,
2242,act_23_64,classroom,5,1,,,,,b,,,,,,walk,
2243,act_23_65,classroom,5,1,,,,,b,,,,,,rotation,
2244,act_23_66,classroom,5,1,,,,,b,,,,,,jump,
2245,act_23_67,classroom,5,1,,,,,b,,,,,,wave,
2246,act_23_68,classroom,5,1,,,,,b,,,,,,lie_down,
2247,act_23_69,classroom,5,1,,,,,b,,,,,,pick_up,
2248,act_23_70,classroom,5,1,,,,,b,,,,,,sit_down,
2249,act_23_71,classroom,5,1,,,,,b,,,,,,stand_up,
2250,act_23_72,classroom,5,1,,,,,b,,,,,,nothing,
2251,act_23_73,classroom,5,1,,,,,c,,,,,,walk,
2252,act_23_74,classroom,5,1,,,,,c,,,,,,rotation,
2253,act_23_75,classroom,5,1,,,,,c,,,,,,jump,
2254,act_23_76,classroom,5,1,,,,,c,,,,,,wave,
2255,act_23_77,classroom,5,1,,,,,c,,,,,,lie_down,
2256,act_23_78,classroom,5,1,,,,,c,,,,,,pick_up,
2257,act_23_79,classroom,5,1,,,,,c,,,,,,sit_down,
2258,act_23_80,classroom,5,1,,,,,c,,,,,,stand_up,
2259,act_23_81,classroom,5,1,,,,,c,,,,,,nothing,
2260,act_23_82,classroom,5,1,,,,,d,,,,,,walk,
2261,act_23_83,classroom,5,1,,,,,d,,,,,,rotation,
2262,act_23_84,classroom,5,1,,,,,d,,,,,,jump,
2263,act_23_85,classroom,5,1,,,,,d,,,,,,wave,
2264,act_23_86,classroom,5,1,,,,,d,,,,,,lie_down,
2265,act_23_87,classroom,5,1,,,,,d,,,,,,pick_up,
2266,act_23_88,classroom,5,1,,,,,d,,,,,,sit_down,
2267,act_23_89,classroom,5,1,,,,,d,,,,,,stand_up,
2268,act_23_90,classroom,5,1,,,,,d,,,,,,nothing,
2269,act_23_91,classroom,5,1,,,,,e,,,,,,nothing,
2270,act_23_92,classroom,5,1,,,,,e,,,,,,walk,
2271,act_23_93,classroom,5,1,,,,,e,,,,,,rotation,
2272,act_23_94,classroom,5,1,,,,,e,,,,,,jump,
2273,act_23_95,classroom,5,1,,,,,e,,,,,,wave,
2274,act_23_96,classroom,5,1,,,,,e,,,,,,lie_down,
2275,act_23_97,classroom,5,1,,,,,e,,,,,,pick_up,
2276,act_23_98,classroom,5,1,,,,,e,,,,,,sit_down,
2277,act_23_99,classroom,5,1,,,,,e,,,,,,stand_up,
2278,act_24_1,classroom,5,1,,,,,,a,,,,,,nothing
2279,act_24_2,classroom,5,1,,,,,,a,,,,,,walk
2280,act_24_3,classroom,5,1,,,,,,a,,,,,,rotation
2281,act_24_4,classroom,5,1,,,,,,a,,,,,,jump
2282,act_24_5,classroom,5,1,,,,,,a,,,,,,wave
2283,act_24_6,classroom,5,1,,,,,,a,,,,,,lie_down
2284,act_24_7,classroom,5,1,,,,,,a,,,,,,pick_up
2285,act_24_8,classroom,5,1,,,,,,a,,,,,,sit_down
2286,act_24_9,classroom,5,1,,,,,,a,,,,,,stand_up
2287,act_24_10,classroom,5,1,,,,,,b,,,,,,nothing
2288,act_24_11,classroom,5,1,,,,,,b,,,,,,walk
2289,act_24_12,classroom,5,1,,,,,,b,,,,,,rotation
2290,act_24_13,classroom,5,1,,,,,,b,,,,,,jump
2291,act_24_14,classroom,5,1,,,,,,b,,,,,,wave
2292,act_24_15,classroom,5,1,,,,,,b,,,,,,lie_down
2293,act_24_16,classroom,5,1,,,,,,b,,,,,,pick_up
2294,act_24_17,classroom,5,1,,,,,,b,,,,,,sit_down
2295,act_24_18,classroom,5,1,,,,,,b,,,,,,stand_up
2296,act_24_19,classroom,5,1,,,,,,c,,,,,,nothing
2297,act_24_20,classroom,5,1,,,,,,c,,,,,,walk
2298,act_24_21,classroom,5,1,,,,,,c,,,,,,rotation
2299,act_24_22,classroom,5,1,,,,,,c,,,,,,jump
2300,act_24_23,classroom,5,1,,,,,,c,,,,,,wave
2301,act_24_24,classroom,5,1,,,,,,c,,,,,,lie_down
2302,act_24_25,classroom,5,1,,,,,,c,,,,,,pick_up
2303,act_24_26,classroom,5,1,,,,,,c,,,,,,sit_down
2304,act_24_27,classroom,5,1,,,,,,c,,,,,,stand_up
2305,act_24_28,classroom,5,1,,,,,,d,,,,,,nothing
2306,act_24_29,classroom,5,1,,,,,,d,,,,,,walk
2307,act_24_30,classroom,5,1,,,,,,d,,,,,,rotation
2308,act_24_31,classroom,5,1,,,,,,d,,,,,,jump
2309,act_24_32,classroom,5,1,,,,,,d,,,,,,wave
2310,act_24_33,classroom,5,1,,,,,,d,,,,,,lie_down
2311,act_24_34,classroom,5,1,,,,,,d,,,,,,pick_up
2312,act_24_35,classroom,5,1,,,,,,d,,,,,,sit_down
2313,act_24_36,classroom,5,1,,,,,,d,,,,,,stand_up
2314,act_24_37,classroom,5,1,,,,,,e,,,,,,nothing
2315,act_24_38,classroom,5,1,,,,,,e,,,,,,walk
2316,act_24_39,classroom,5,1,,,,,,e,,,,,,rotation
2317,act_24_40,classroom,5,1,,,,,,e,,,,,,jump
2318,act_24_41,classroom,5,1,,,,,,e,,,,,,wave
2319,act_24_42,classroom,5,1,,,,,,e,,,,,,lie_down
2320,act_24_43,classroom,5,1,,,,,,e,,,,,,pick_up
2321,act_24_44,classroom,5,1,,,,,,e,,,,,,sit_down
2322,act_24_45,classroom,5,1,,,,,,e,,,,,,stand_up
2323,act_24_46,classroom,5,1,,,,,,a,,,,,,nothing
2324,act_24_47,classroom,5,1,,,,,,a,,,,,,walk
2325,act_24_48,classroom,5,1,,,,,,a,,,,,,rotation
2326,act_24_49,classroom,5,1,,,,,,a,,,,,,jump
2327,act_24_50,classroom,5,1,,,,,,a,,,,,,wave
2328,act_24_51,classroom,5,1,,,,,,a,,,,,,lie_down
2329,act_24_52,classroom,5,1,,,,,,a,,,,,,pick_up
2330,act_24_53,classroom,5,1,,,,,,a,,,,,,sit_down
2331,act_24_54,classroom,5,1,,,,,,a,,,,,,stand_up
2332,act_24_55,classroom,5,1,,,,,,b,,,,,,nothing
2333,act_24_56,classroom,5,1,,,,,,b,,,,,,walk
2334,act_24_57,classroom,5,1,,,,,,b,,,,,,rotation
2335,act_24_58,classroom,5,1,,,,,,b,,,,,,jump
2336,act_24_59,classroom,5,1,,,,,,b,,,,,,wave
2337,act_24_60,classroom,5,1,,,,,,b,,,,,,lie_down
2338,act_24_61,classroom,5,1,,,,,,b,,,,,,pick_up
2339,act_24_62,classroom,5,1,,,,,,b,,,,,,sit_down
2340,act_24_63,classroom,5,1,,,,,,b,,,,,,stand_up
2341,act_24_64,classroom,5,1,,,,,,c,,,,,,nothing
2342,act_24_65,classroom,5,1,,,,,,c,,,,,,walk
2343,act_24_66,classroom,5,1,,,,,,c,,,,,,rotation
2344,act_24_67,classroom,5,1,,,,,,c,,,,,,jump
2345,act_24_68,classroom,5,1,,,,,,c,,,,,,wave
2346,act_24_69,classroom,5,1,,,,,,c,,,,,,lie_down
2347,act_24_70,classroom,5,1,,,,,,c,,,,,,pick_up
2348,act_24_71,classroom,5,1,,,,,,c,,,,,,sit_down
2349,act_24_72,classroom,5,1,,,,,,c,,,,,,stand_up
2350,act_24_73,classroom,5,1,,,,,,d,,,,,,nothing
2351,act_24_74,classroom,5,1,,,,,,d,,,,,,walk
2352,act_24_75,classroom,5,1,,,,,,d,,,,,,rotation
2353,act_24_76,classroom,5,1,,,,,,d,,,,,,jump
2354,act_24_77,classroom,5,1,,,,,,d,,,,,,wave
2355,act_24_78,classroom,5,1,,,,,,d,,,,,,lie_down
2356,act_24_79,classroom,5,1,,,,,,d,,,,,,pick_up
2357,act_24_80,classroom,5,1,,,,,,d,,,,,,sit_down
2358,act_24_81,classroom,5,1,,,,,,d,,,,,,stand_up
2359,act_24_82,classroom,5,1,,,,,,e,,,,,,nothing
2360,act_24_83,classroom,5,1,,,,,,e,,,,,,walk
2361,act_24_84,classroom,5,1,,,,,,e,,,,,,rotation
2362,act_24_85,classroom,5,1,,,,,,e,,,,,,jump
2363,act_24_86,classroom,5,1,,,,,,e,,,,,,wave
2364,act_24_87,classroom,5,1,,,,,,e,,,,,,lie_down
2365,act_24_88,classroom,5,1,,,,,,e,,,,,,pick_up
2366,act_24_89,classroom,5,1,,,,,,e,,,,,,sit_down
2367,act_24_90,classroom,5,1,,,,,,e,,,,,,stand_up
2368,act_24_91,classroom,5,1,,,,,,a,,,,,,nothing
2369,act_24_92,classroom,5,1,,,,,,a,,,,,,walk
2370,act_24_93,classroom,5,1,,,,,,a,,,,,,rotation
2371,act_24_94,classroom,5,1,,,,,,a,,,,,,jump
2372,act_24_95,classroom,5,1,,,,,,a,,,,,,wave
2373,act_24_96,classroom,5,1,,,,,,a,,,,,,lie_down
2374,act_24_97,classroom,5,1,,,,,,a,,,,,,pick_up
2375,act_24_98,classroom,5,1,,,,,,a,,,,,,sit_down
2376,act_24_99,classroom,5,1,,,,,,a,,,,,,stand_up
2377,act_25_1,classroom,5,2,a,b,,,,,nothing,walk,,,,
2378,act_25_2,classroom,5,2,a,b,,,,,walk,rotation,,,,
2379,act_25_3,classroom,5,2,a,b,,,,,rotation,jump,,,,
2380,act_25_4,classroom,5,2,a,b,,,,,jump,wave,,,,
2381,act_25_5,classroom,5,2,a,b,,,,,wave,lie_down,,,,
2382,act_25_6,classroom,5,2,a,b,,,,,lie_down,pick_up,,,,
2383,act_25_7,classroom,5,2,a,b,,,,,pick_up,sit_down,,,,
2384,act_25_8,classroom,5,2,a,b,,,,,sit_down,stand_up,,,,
2385,act_25_9,classroom,5,2,a,b,,,,,stand_up,nothing,,,,
2386,act_25_10,classroom,5,2,b,c,,,,,nothing,walk,,,,
2387,act_25_11,classroom,5,2,b,c,,,,,walk,rotation,,,,
2388,act_25_12,classroom,5,2,b,c,,,,,rotation,jump,,,,
2389,act_25_13,classroom,5,2,b,c,,,,,jump,wave,,,,
2390,act_25_14,classroom,5,2,b,c,,,,,wave,lie_down,,,,
2391,act_25_15,classroom,5,2,b,c,,,,,lie_down,pick_up,,,,
2392,act_25_16,classroom,5,2,b,c,,,,,pick_up,sit_down,,,,
2393,act_25_17,classroom,5,2,b,c,,,,,sit_down,stand_up,,,,
2394,act_25_18,classroom,5,2,b,c,,,,,stand_up,nothing,,,,
2395,act_25_19,classroom,5,2,c,d,,,,,nothing,walk,,,,
2396,act_25_20,classroom,5,2,c,d,,,,,walk,rotation,,,,
2397,act_25_21,classroom,5,2,c,d,,,,,rotation,jump,,,,
2398,act_25_22,classroom,5,2,c,d,,,,,jump,wave,,,,
2399,act_25_23,classroom,5,2,c,d,,,,,wave,lie_down,,,,
2400,act_25_24,classroom,5,2,c,d,,,,,lie_down,pick_up,,,,
2401,act_25_25,classroom,5,2,c,d,,,,,pick_up,sit_down,,,,
2402,act_25_26,classroom,5,2,c,d,,,,,sit_down,stand_up,,,,
2403,act_25_27,classroom,5,2,c,d,,,,,stand_up,nothing,,,,
2404,act_25_28,classroom,5,2,d,e,,,,,nothing,walk,,,,
2405,act_25_29,classroom,5,2,d,e,,,,,walk,rotation,,,,
2406,act_25_30,classroom,5,2,d,e,,,,,rotation,jump,,,,
2407,act_25_31,classroom,5,2,d,e,,,,,jump,wave,,,,
2408,act_25_32,classroom,5,2,d,e,,,,,wave,lie_down,,,,
2409,act_25_33,classroom,5,2,d,e,,,,,lie_down,pick_up,,,,
2410,act_25_34,classroom,5,2,d,e,,,,,pick_up,sit_down,,,,
2411,act_25_35,classroom,5,2,d,e,,,,,sit_down,stand_up,,,,
2412,act_25_36,classroom,5,2,d,e,,,,,stand_up,nothing,,,,
2413,act_25_37,classroom,5,2,e,a,,,,,nothing,walk,,,,
2414,act_25_38,classroom,5,2,e,a,,,,,walk,rotation,,,,
2415,act_25_39,classroom,5,2,e,a,,,,,rotation,jump,,,,
2416,act_25_40,classroom,5,2,e,a,,,,,jump,wave,,,,
2417,act_25_41,classroom,5,2,e,a,,,,,wave,lie_down,,,,
2418,act_25_42,classroom,5,2,e,a,,,,,lie_down,pick_up,,,,
2419,act_25_43,classroom,5,2,e,a,,,,,pick_up,sit_down,,,,
2420,act_25_44,classroom,5,2,e,a,,,,,sit_down,stand_up,,,,
2421,act_25_45,classroom,5,2,e,a,,,,,stand_up,nothing,,,,
2422,act_25_46,classroom,5,2,a,b,,,,,nothing,nothing,,,,
2423,act_25_47,classroom,5,2,a,b,,,,,walk,walk,,,,
2424,act_25_48,classroom,5,2,a,b,,,,,rotation,rotation,,,,
2425,act_25_49,classroom,5,2,a,b,,,,,jump,jump,,,,
2426,act_25_50,classroom,5,2,a,b,,,,,wave,wave,,,,
2427,act_25_51,classroom,5,2,a,b,,,,,lie_down,lie_down,,,,
2428,act_25_52,classroom,5,2,a,b,,,,,pick_up,pick_up,,,,
2429,act_25_53,classroom,5,2,a,b,,,,,sit_down,sit_down,,,,
2430,act_25_54,classroom,5,2,a,b,,,,,stand_up,stand_up,,,,
2431,act_25_55,classroom,5,2,b,c,,,,,nothing,nothing,,,,
2432,act_25_56,classroom,5,2,b,c,,,,,walk,walk,,,,
2433,act_25_57,classroom,5,2,b,c,,,,,rotation,rotation,,,,
2434,act_25_58,classroom,5,2,b,c,,,,,jump,jump,,,,
2435,act_25_59,classroom,5,2,b,c,,,,,wave,wave,,,,
2436,act_25_60,classroom,5,2,b,c,,,,,lie_down,lie_down,,,,
2437,act_25_61,classroom,5,2,b,c,,,,,pick_up,pick_up,,,,
2438,act_25_62,classroom,5,2,b,c,,,,,sit_down,sit_down,,,,
2439,act_25_63,classroom,5,2,b,c,,,,,stand_up,stand_up,,,,
